shipment_id,shipment_type,source_city,destination_city,material_type,quantity_tonnes,booking_date,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_days,delay_flag,shipping_cost,expedite_surcharge,stockout_cost_per_tonne,carrier,temperature_sensitive,remarks
SHP0352,Inbound,Uttar Pradesh,Surat,Raw Yarn,13.09,2025-04-08,2025-04-10,2025-04-15,2025-04-09 23:00:00,2025-04-20 02:24:00,5.1,1,6048.24,3381.21,764.64,VRL Cargo,Yes,Normal
SHP0353,Inbound,Rajasthan,Surat,Raw Yarn,13.58,2025-09-02,2025-09-06,2025-09-11,2025-09-05 19:00:00,2025-09-15 04:48:00,4.2,1,4501.33,2038.31,533.68,VRL Cargo,Yes,Returned
SHP0354,Outbound,Surat,Assam,Semi-Processed Yarn,17.7,2025-03-15,2025-03-18,2025-03-21,2025-03-18 00:00:00,2025-03-25 09:36:00,4.4,1,6413.92,3056.8,1236.23,TCI Express,No,Expedited
SHP0355,Outbound,Surat,Kerala,Semi-Processed Yarn,9.29,2025-07-20,2025-07-21,2025-07-25,2025-07-21 00:00:00,2025-07-28 19:12:00,3.8,1,4681.38,2306.56,1248.18,BlueDart,Yes,Normal
SHP0356,Outbound,Surat,Gujarat,Finished Yarn,16.33,2025-09-15,2025-09-19,2025-09-23,2025-09-19 09:00:00,2025-09-27 16:48:00,4.7,1,4855.74,1520.32,522.43,GATI Logistics,Yes,Damaged
SHP0357,Outbound,Surat,Assam,Raw Yarn,7.85,2025-08-24,2025-08-27,2025-09-01,2025-08-27 00:00:00,2025-08-31 00:00:00,-1.0,0,3763.19,3824.63,808.96,TCI Express,No,Expedited
SHP0358,Outbound,Surat,Kerala,Raw Yarn,3.52,2025-06-03,2025-06-04,2025-06-08,2025-06-03 23:00:00,2025-06-12 02:24:00,4.1,1,3168.62,3323.8,1490.68,GATI Logistics,No,Returned
SHP0359,Outbound,Surat,West Bengal,Semi-Processed Yarn,15.38,2025-05-13,2025-05-16,2025-05-20,2025-05-16 01:00:00,2025-05-27 00:00:00,7.0,1,12123.34,2367.62,1027.68,TCI Express,No,Expedited
SHP0360,Outbound,Surat,Jaipur,Semi-Processed Yarn,5.02,2025-10-26,2025-10-30,2025-11-04,2025-10-30 00:00:00,2025-11-11 14:24:00,7.6,1,4181.92,3372.63,553.35,VRL Cargo,Yes,Held at warehouse
SHP0361,Inbound,Rajasthan,Surat,Finished Yarn,9.64,2025-07-22,2025-07-25,2025-07-28,2025-07-25 05:00:00,2025-07-28 09:36:00,0.4,1,6200.16,2101.15,656.21,BlueDart,Yes,Normal
SHP0362,Outbound,Surat,Kerala,Finished Yarn,13.08,2025-06-29,2025-06-30,2025-07-05,2025-06-30 00:00:00,2025-07-07 12:00:00,2.5,1,6846.79,4349.47,669.73,VRL Cargo,Yes,Returned
SHP0363,Outbound,Surat,Karnataka,Semi-Processed Yarn,1.36,2025-08-22,2025-08-25,2025-08-29,2025-08-24 22:00:00,2025-08-28 00:00:00,-1.0,0,1955.52,2953.98,901.89,Delhivery,No,Normal
SHP0364,Inbound,Gujarat,Surat,Raw Yarn,3.92,2025-06-21,2025-06-23,2025-06-28,2025-06-23 00:00:00,2025-06-27 00:00:00,-1.0,0,3000.82,2419.7,551.99,VRL Cargo,No,Held at warehouse
SHP0365,Outbound,Surat,Mumbai,Semi-Processed Yarn,1.6,2025-05-08,2025-05-09,2025-05-14,2025-05-09 07:00:00,2025-05-13 00:00:00,-1.0,0,2286.54,2501.76,1300.07,TCI Express,Yes,Damaged
SHP0366,Outbound,Surat,West Bengal,Semi-Processed Yarn,17.81,2025-02-07,2025-02-08,2025-02-14,2025-02-08 04:00:00,2025-02-17 21:36:00,3.9,1,10088.84,3475.97,1440.77,Delhivery,Yes,Held at warehouse
SHP0367,Outbound,Surat,Gujarat,Raw Yarn,15.74,2025-02-08,2025-02-10,2025-02-16,2025-02-09 20:00:00,2025-02-17 09:36:00,1.4,1,5610.14,2899.8,555.22,GATI Logistics,No,Held at warehouse
SHP0368,Inbound,Uttar Pradesh,Surat,Finished Yarn,18.91,2025-01-23,2025-01-25,2025-01-30,2025-01-24 21:00:00,2025-01-29 19:12:00,-0.2,0,9502.64,1457.73,508.71,BlueDart,Yes,Held at warehouse
SHP0369,Inbound,Chennai,Surat,Raw Yarn,3.96,2025-03-04,2025-03-07,2025-03-13,2025-03-07 01:00:00,2025-03-13 12:00:00,0.5,1,2332.27,2209.92,1475.37,VRL Cargo,No,Expedited
SHP0370,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,4.23,2025-09-27,2025-10-01,2025-10-04,2025-10-01 09:00:00,2025-10-04 21:36:00,0.9,1,2663.21,4215.22,637.15,TCI Express,No,Returned
SHP0371,Outbound,Surat,Gujarat,Raw Yarn,12.03,2025-06-01,2025-06-02,2025-06-06,2025-06-02 09:00:00,2025-06-07 12:00:00,1.5,1,6207.05,1227.91,918.61,Delhivery,Yes,Returned
SHP0372,Inbound,Punjab,Surat,Raw Yarn,9.71,2025-08-06,2025-08-09,2025-08-13,2025-08-09 06:00:00,2025-08-18 02:24:00,5.1,1,7306.2,2255.5,1038.02,Delhivery,Yes,Normal
SHP0373,Outbound,Surat,Uttarakhand,Raw Yarn,16.96,2025-10-24,2025-10-28,2025-11-02,2025-10-28 07:00:00,2025-11-04 00:00:00,2.0,1,9347.82,2932.72,1338.23,Delhivery,Yes,Expedited
SHP0374,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,7.87,2025-09-15,2025-09-17,2025-09-22,2025-09-17 05:00:00,2025-09-22 21:36:00,0.9,1,3885.11,1785.68,1451.44,GATI Logistics,Yes,Returned
SHP0375,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,4.33,2025-06-20,2025-06-23,2025-06-26,2025-06-23 06:00:00,2025-06-27 04:48:00,1.2,1,2740.29,3646.67,641.22,GATI Logistics,No,Expedited
SHP0376,Inbound,Rajasthan,Surat,Finished Yarn,11.85,2025-02-25,2025-02-27,2025-03-04,2025-02-26 21:00:00,2025-03-09 00:00:00,5.0,1,5539.53,2142.83,1427.12,GATI Logistics,No,Held at warehouse
SHP0377,Outbound,Surat,Karnataka,Semi-Processed Yarn,19.43,2025-06-21,2025-06-22,2025-06-26,2025-06-22 07:00:00,2025-07-01 16:48:00,5.7,1,8788.05,3691.06,720.5,GATI Logistics,Yes,Returned
SHP0378,Inbound,Rajasthan,Surat,Semi-Processed Yarn,5.15,2025-09-20,2025-09-21,2025-09-26,2025-09-21 07:00:00,2025-09-25 09:36:00,-0.6,0,3652.38,1214.06,876.53,GATI Logistics,Yes,Normal
SHP0379,Outbound,Surat,Jaipur,Raw Yarn,5.41,2025-03-21,2025-03-24,2025-03-30,2025-03-23 20:00:00,2025-03-31 21:36:00,1.9,1,5291.86,3439.77,1424.52,BlueDart,No,Expedited
SHP0380,Outbound,Surat,Karnataka,Semi-Processed Yarn,15.93,2025-06-26,2025-06-27,2025-07-02,2025-06-27 03:00:00,2025-07-01 07:12:00,-0.7,0,9283.24,4041.7,1012.92,TCI Express,No,Damaged
SHP0381,Inbound,Uttar Pradesh,Surat,Raw Yarn,14.38,2025-10-08,2025-10-10,2025-10-13,2025-10-10 02:00:00,2025-10-13 04:48:00,0.2,1,6160.04,2873.32,1273.55,BlueDart,Yes,Expedited
SHP0382,Outbound,Surat,Karnataka,Finished Yarn,3.34,2025-07-07,2025-07-09,2025-07-11,2025-07-08 22:00:00,2025-07-10 00:00:00,-1.0,0,3890.81,4184.03,1253.73,VRL Cargo,Yes,Normal
SHP0383,Outbound,Surat,Kerala,Semi-Processed Yarn,5.09,2025-04-11,2025-04-13,2025-04-19,2025-04-13 02:00:00,2025-04-21 16:48:00,2.7,1,4409.63,3443.08,699.84,Delhivery,No,Returned
SHP0384,Inbound,Chennai,Surat,Raw Yarn,2.05,2025-06-20,2025-06-23,2025-06-25,2025-06-23 04:00:00,2025-06-24 07:12:00,-0.7,0,2184.7,4716.58,887.32,TCI Express,No,Expedited
SHP0385,Inbound,Gujarat,Surat,Raw Yarn,2.26,2025-01-06,2025-01-10,2025-01-12,2025-01-10 02:00:00,2025-01-12 04:48:00,0.2,1,2168.93,3671.47,1433.21,TCI Express,Yes,Expedited
SHP0386,Inbound,Gujarat,Surat,Finished Yarn,6.04,2025-07-03,2025-07-06,2025-07-11,2025-07-05 20:00:00,2025-07-10 00:00:00,-1.0,0,4062.64,3025.32,850.41,GATI Logistics,No,Returned
SHP0387,Outbound,Surat,Mumbai,Raw Yarn,18.35,2025-04-12,2025-04-14,2025-04-17,2025-04-14 01:00:00,2025-04-22 00:00:00,5.0,1,9585.48,2112.52,642.26,GATI Logistics,No,Damaged
SHP0388,Inbound,Chennai,Surat,Raw Yarn,6.95,2025-09-12,2025-09-13,2025-09-15,2025-09-13 09:00:00,2025-09-20 02:24:00,5.1,1,6475.36,2811.25,698.49,VRL Cargo,No,Expedited
SHP0389,Outbound,Surat,West Bengal,Finished Yarn,4.13,2025-03-13,2025-03-16,2025-03-22,2025-03-16 04:00:00,2025-03-24 07:12:00,2.3,1,1542.86,4619.07,1147.52,Delhivery,No,Expedited
SHP0390,Inbound,Chennai,Surat,Finished Yarn,6.19,2025-02-23,2025-02-25,2025-03-01,2025-02-25 04:00:00,2025-02-28 00:00:00,-1.0,0,5377.47,2849.56,1364.96,Delhivery,Yes,Damaged
SHP0391,Inbound,Gujarat,Surat,Finished Yarn,5.74,2025-08-04,2025-08-08,2025-08-11,2025-08-07 19:00:00,2025-08-16 09:36:00,5.4,1,3808.89,4760.88,1103.8,Delhivery,Yes,Damaged
SHP0392,Inbound,Gujarat,Surat,Semi-Processed Yarn,17.4,2025-09-04,2025-09-05,2025-09-11,2025-09-04 19:00:00,2025-09-10 00:00:00,-1.0,0,6502.95,4799.6,637.09,TCI Express,No,Damaged
SHP0393,Inbound,Punjab,Surat,Semi-Processed Yarn,14.94,2025-07-09,2025-07-12,2025-07-15,2025-07-12 06:00:00,2025-07-19 16:48:00,4.7,1,9172.1,4726.22,1320.98,VRL Cargo,No,Expedited
SHP0394,Outbound,Surat,Kerala,Finished Yarn,11.77,2025-07-17,2025-07-21,2025-07-24,2025-07-21 04:00:00,2025-07-26 07:12:00,2.3,1,3640.44,4306.2,1300.98,VRL Cargo,No,Normal
SHP0395,Inbound,Rajasthan,Surat,Finished Yarn,2.98,2025-06-23,2025-06-25,2025-06-29,2025-06-24 19:00:00,2025-07-01 09:36:00,2.4,1,2736.62,4453.86,723.06,Delhivery,Yes,Damaged
SHP0396,Inbound,Chennai,Surat,Semi-Processed Yarn,17.59,2025-08-25,2025-08-28,2025-09-03,2025-08-28 07:00:00,2025-09-03 00:00:00,-0.0,0,13156.07,2038.68,1469.72,GATI Logistics,No,Held at warehouse
SHP0397,Inbound,Chennai,Surat,Raw Yarn,9.19,2025-04-15,2025-04-16,2025-04-21,2025-04-16 00:00:00,2025-04-23 02:24:00,2.1,1,4258.14,2011.43,1077.63,BlueDart,No,Returned
SHP0398,Outbound,Surat,Madhya Pradesh,Raw Yarn,7.82,2025-09-05,2025-09-09,2025-09-13,2025-09-09 07:00:00,2025-09-13 14:24:00,0.6,1,4031.77,1207.14,1057.31,Delhivery,Yes,Damaged
SHP0399,Inbound,Punjab,Surat,Semi-Processed Yarn,3.96,2025-09-08,2025-09-10,2025-09-16,2025-09-10 09:00:00,2025-09-16 14:24:00,0.6,1,2356.32,4047.53,1281.51,GATI Logistics,Yes,Expedited
SHP0400,Outbound,Surat,Madhya Pradesh,Finished Yarn,6.24,2025-03-03,2025-03-04,2025-03-10,2025-03-04 00:00:00,2025-03-13 16:48:00,3.7,1,2617.4,3406.73,1437.11,TCI Express,Yes,Returned
SHP0401,Outbound,Surat,Karnataka,Raw Yarn,6.92,2025-03-16,2025-03-19,2025-03-22,2025-03-19 08:00:00,2025-03-24 04:48:00,2.2,1,3959.12,1956.57,1012.3,Delhivery,No,Held at warehouse
SHP0402,Inbound,Uttar Pradesh,Surat,Finished Yarn,15.7,2025-01-14,2025-01-17,2025-01-21,2025-01-16 21:00:00,2025-01-24 07:12:00,3.3,1,6678.78,4760.73,546.79,BlueDart,No,Held at warehouse
SHP0403,Inbound,Rajasthan,Surat,Semi-Processed Yarn,7.07,2025-05-12,2025-05-16,2025-05-19,2025-05-16 07:00:00,2025-05-20 02:24:00,1.1,1,4166.57,2112.4,716.96,GATI Logistics,No,Held at warehouse
SHP0404,Outbound,Surat,West Bengal,Semi-Processed Yarn,6.47,2025-06-16,2025-06-17,2025-06-22,2025-06-17 07:00:00,2025-06-21 14:24:00,-0.4,0,3164.18,3840.46,595.73,TCI Express,Yes,Returned
SHP0405,Outbound,Surat,Assam,Raw Yarn,7.04,2025-10-18,2025-10-20,2025-10-26,2025-10-20 07:00:00,2025-10-25 00:00:00,-1.0,0,4045.64,4009.59,1031.29,BlueDart,No,Held at warehouse
SHP0406,Inbound,Punjab,Surat,Raw Yarn,13.87,2025-05-09,2025-05-12,2025-05-16,2025-05-12 08:00:00,2025-05-16 00:00:00,0.0,0,6062.36,3161.19,1344.67,TCI Express,Yes,Damaged
SHP0407,Inbound,Punjab,Surat,Semi-Processed Yarn,9.19,2025-04-24,2025-04-28,2025-05-01,2025-04-28 03:00:00,2025-05-02 19:12:00,1.8,1,4430.3,2300.84,539.27,TCI Express,No,Damaged
SHP0408,Inbound,Punjab,Surat,Raw Yarn,6.17,2025-01-02,2025-01-06,2025-01-11,2025-01-06 09:00:00,2025-01-16 16:48:00,5.7,1,3884.3,2383.22,1171.09,VRL Cargo,No,Expedited
SHP0409,Outbound,Surat,Uttarakhand,Finished Yarn,16.3,2025-10-12,2025-10-14,2025-10-18,2025-10-14 03:00:00,2025-10-24 12:00:00,6.5,1,9098.11,3752.18,620.39,GATI Logistics,Yes,Normal
SHP0410,Outbound,Surat,Mumbai,Raw Yarn,18.83,2025-02-24,2025-02-27,2025-03-05,2025-02-27 09:00:00,2025-03-06 07:12:00,1.3,1,10919.15,4105.16,630.5,TCI Express,Yes,Expedited
SHP0411,Inbound,Chennai,Surat,Raw Yarn,11.74,2025-05-13,2025-05-17,2025-05-20,2025-05-17 01:00:00,2025-05-21 09:36:00,1.4,1,5173.22,1638.5,835.62,VRL Cargo,No,Held at warehouse
SHP0412,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,2.46,2025-03-12,2025-03-16,2025-03-22,2025-03-16 01:00:00,2025-03-21 16:48:00,-0.3,0,1531.53,4473.64,1426.46,TCI Express,Yes,Normal
SHP0413,Inbound,Rajasthan,Surat,Raw Yarn,8.97,2025-01-16,2025-01-17,2025-01-19,2025-01-17 09:00:00,2025-01-18 21:36:00,-0.1,0,3517.18,2590.74,1473.8,GATI Logistics,No,Returned
SHP0414,Outbound,Surat,Mumbai,Finished Yarn,11.34,2025-03-24,2025-03-27,2025-04-01,2025-03-27 06:00:00,2025-04-06 02:24:00,5.1,1,4264.92,1887.13,817.55,TCI Express,Yes,Normal
SHP0415,Outbound,Surat,Uttarakhand,Raw Yarn,5.93,2025-01-27,2025-01-28,2025-02-02,2025-01-28 06:00:00,2025-02-01 00:00:00,-1.0,0,2685.89,2327.99,1162.8,VRL Cargo,Yes,Returned
SHP0416,Inbound,Punjab,Surat,Semi-Processed Yarn,17.54,2025-08-16,2025-08-19,2025-08-24,2025-08-19 09:00:00,2025-08-24 04:48:00,0.2,1,6661.44,3287.98,1305.43,TCI Express,Yes,Held at warehouse
SHP0417,Outbound,Surat,Jaipur,Finished Yarn,15.44,2025-02-16,2025-02-17,2025-02-22,2025-02-16 20:00:00,2025-02-21 00:00:00,-1.0,0,3586.03,2567.64,1197.16,VRL Cargo,Yes,Held at warehouse
SHP0418,Outbound,Surat,Madhya Pradesh,Finished Yarn,4.68,2025-07-12,2025-07-14,2025-07-19,2025-07-13 22:00:00,2025-07-20 07:12:00,1.3,1,2102.06,1444.55,1148.11,GATI Logistics,Yes,Damaged
SHP0419,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,17.63,2025-08-26,2025-08-27,2025-09-01,2025-08-27 00:00:00,2025-09-04 09:36:00,3.4,1,7991.15,1324.92,1492.58,GATI Logistics,Yes,Expedited
SHP0420,Inbound,Rajasthan,Surat,Finished Yarn,3.97,2025-10-24,2025-10-28,2025-11-01,2025-10-28 03:00:00,2025-11-09 04:48:00,8.2,1,2989.1,4940.7,1268.01,BlueDart,Yes,Returned
SHP0421,Outbound,Surat,Gujarat,Raw Yarn,9.25,2025-05-14,2025-05-17,2025-05-19,2025-05-17 01:00:00,2025-05-27 16:48:00,8.7,1,6979.96,4293.09,1056.19,Delhivery,No,Held at warehouse
SHP0422,Inbound,Gujarat,Surat,Finished Yarn,15.81,2025-01-05,2025-01-09,2025-01-11,2025-01-08 19:00:00,2025-01-13 00:00:00,2.0,1,6084.16,3608.37,1280.92,BlueDart,Yes,Expedited
SHP0423,Outbound,Surat,West Bengal,Raw Yarn,16.04,2025-06-30,2025-07-03,2025-07-07,2025-07-03 06:00:00,2025-07-11 16:48:00,4.7,1,7025.8,4775.71,1265.83,VRL Cargo,Yes,Damaged
SHP0424,Outbound,Surat,Kerala,Raw Yarn,1.1,2025-01-01,2025-01-03,2025-01-08,2025-01-03 03:00:00,2025-01-11 09:36:00,3.4,1,1379.14,4772.25,823.82,Delhivery,Yes,Returned
SHP0425,Outbound,Surat,Karnataka,Finished Yarn,13.56,2025-07-15,2025-07-17,2025-07-23,2025-07-17 05:00:00,2025-07-28 04:48:00,5.2,1,6251.19,1733.81,1094.14,Delhivery,No,Damaged
SHP0426,Outbound,Surat,Assam,Finished Yarn,8.82,2025-02-07,2025-02-08,2025-02-11,2025-02-08 03:00:00,2025-02-14 00:00:00,3.0,1,2825.82,3525.5,926.4,GATI Logistics,No,Normal
SHP0427,Inbound,Chennai,Surat,Raw Yarn,11.41,2025-02-22,2025-02-24,2025-02-26,2025-02-24 07:00:00,2025-02-28 14:24:00,2.6,1,3548.04,3186.79,1339.82,BlueDart,No,Held at warehouse
SHP0428,Inbound,Punjab,Surat,Semi-Processed Yarn,3.42,2025-08-29,2025-09-02,2025-09-07,2025-09-02 07:00:00,2025-09-11 19:12:00,4.8,1,2318.12,3791.33,1400.26,TCI Express,Yes,Held at warehouse
SHP0429,Inbound,Rajasthan,Surat,Semi-Processed Yarn,16.05,2025-07-22,2025-07-25,2025-07-28,2025-07-25 07:00:00,2025-07-27 00:00:00,-1.0,0,5257.42,3647.34,1133.71,VRL Cargo,No,Normal
SHP0430,Outbound,Surat,Kerala,Raw Yarn,12.28,2025-01-05,2025-01-08,2025-01-10,2025-01-08 07:00:00,2025-01-13 12:00:00,3.5,1,5815.52,1505.08,1313.43,GATI Logistics,Yes,Held at warehouse
SHP0431,Inbound,Chennai,Surat,Finished Yarn,18.56,2025-05-19,2025-05-21,2025-05-27,2025-05-21 02:00:00,2025-05-28 09:36:00,1.4,1,6374.77,4564.8,513.63,TCI Express,No,Held at warehouse
SHP0432,Inbound,Gujarat,Surat,Semi-Processed Yarn,7.13,2025-06-16,2025-06-17,2025-06-23,2025-06-17 05:00:00,2025-06-22 09:36:00,-0.6,0,5984.85,3212.45,1312.26,TCI Express,No,Held at warehouse
SHP0433,Inbound,Gujarat,Surat,Raw Yarn,8.3,2025-07-19,2025-07-23,2025-07-27,2025-07-22 22:00:00,2025-07-28 00:00:00,1.0,1,2573.32,4318.89,1476.79,TCI Express,No,Returned
SHP0434,Inbound,Rajasthan,Surat,Raw Yarn,8.69,2025-01-27,2025-01-28,2025-02-02,2025-01-28 08:00:00,2025-02-03 09:36:00,1.4,1,4041.97,2905.85,818.3,GATI Logistics,Yes,Held at warehouse
SHP0435,Inbound,Uttar Pradesh,Surat,Finished Yarn,10.29,2025-09-15,2025-09-18,2025-09-22,2025-09-17 23:00:00,2025-09-28 00:00:00,6.0,1,6226.21,3802.45,1253.47,BlueDart,No,Normal
SHP0436,Inbound,Rajasthan,Surat,Raw Yarn,17.58,2025-05-30,2025-06-02,2025-06-08,2025-06-02 05:00:00,2025-06-07 16:48:00,-0.3,0,4499.18,2138.17,943.03,Delhivery,Yes,Returned
SHP0437,Inbound,Rajasthan,Surat,Raw Yarn,12.73,2025-09-12,2025-09-13,2025-09-18,2025-09-12 21:00:00,2025-09-23 16:48:00,5.7,1,6501.2,3165.5,586.03,VRL Cargo,No,Held at warehouse
SHP0438,Inbound,Chennai,Surat,Raw Yarn,2.08,2025-02-01,2025-02-04,2025-02-08,2025-02-04 04:00:00,2025-02-18 02:24:00,10.1,1,2325.17,3092.85,771.79,VRL Cargo,No,Held at warehouse
SHP0439,Inbound,Rajasthan,Surat,Raw Yarn,8.58,2025-06-29,2025-07-02,2025-07-07,2025-07-02 02:00:00,2025-07-13 19:12:00,6.8,1,4174.36,4986.26,1200.43,BlueDart,No,Expedited
SHP0440,Outbound,Surat,Jaipur,Finished Yarn,15.64,2025-04-12,2025-04-16,2025-04-22,2025-04-16 08:00:00,2025-04-25 16:48:00,3.7,1,10944.7,4900.72,1333.2,Delhivery,Yes,Damaged
SHP0441,Inbound,Punjab,Surat,Raw Yarn,6.76,2025-10-17,2025-10-20,2025-10-22,2025-10-20 06:00:00,2025-10-21 00:00:00,-1.0,0,4144.06,1481.79,1084.54,TCI Express,No,Returned
SHP0442,Inbound,Punjab,Surat,Semi-Processed Yarn,19.42,2025-04-24,2025-04-25,2025-04-29,2025-04-24 19:00:00,2025-05-04 07:12:00,5.3,1,7152.92,3632.41,1497.75,BlueDart,No,Returned
SHP0443,Inbound,Punjab,Surat,Finished Yarn,9.58,2025-04-17,2025-04-19,2025-04-21,2025-04-19 09:00:00,2025-04-20 00:00:00,-1.0,0,5251.11,2587.79,955.38,VRL Cargo,No,Held at warehouse
SHP0444,Inbound,Rajasthan,Surat,Semi-Processed Yarn,8.88,2025-08-08,2025-08-09,2025-08-11,2025-08-09 03:00:00,2025-08-10 00:00:00,-1.0,0,3203.91,3101.03,611.21,BlueDart,No,Returned
SHP0445,Outbound,Surat,West Bengal,Semi-Processed Yarn,17.5,2025-03-31,2025-04-01,2025-04-06,2025-04-01 05:00:00,2025-04-09 12:00:00,3.5,1,7760.87,1167.86,863.65,BlueDart,No,Held at warehouse
SHP0446,Inbound,Uttar Pradesh,Surat,Raw Yarn,2.87,2025-02-04,2025-02-06,2025-02-11,2025-02-05 20:00:00,2025-02-10 19:12:00,-0.2,0,2588.38,3371.08,648.36,Delhivery,Yes,Returned
SHP0447,Inbound,Rajasthan,Surat,Finished Yarn,4.27,2025-09-21,2025-09-24,2025-09-28,2025-09-23 19:00:00,2025-10-05 21:36:00,7.9,1,2583.86,2879.66,1002.49,VRL Cargo,No,Held at warehouse
SHP0448,Outbound,Surat,Madhya Pradesh,Semi-Processed Yarn,4.81,2025-04-05,2025-04-09,2025-04-14,2025-04-09 08:00:00,2025-04-13 00:00:00,-1.0,0,2518.1,1780.79,1178.49,TCI Express,Yes,Held at warehouse
SHP0449,Inbound,Chennai,Surat,Finished Yarn,7.14,2025-10-24,2025-10-26,2025-10-31,2025-10-25 23:00:00,2025-11-01 16:48:00,1.7,1,4989.82,1041.97,1395.07,TCI Express,No,Normal
SHP0450,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,3.83,2025-08-24,2025-08-27,2025-08-29,2025-08-27 00:00:00,2025-08-29 12:00:00,0.5,1,2555.14,2121.34,632.18,Delhivery,No,Returned
SHP0451,Inbound,Rajasthan,Surat,Finished Yarn,9.36,2025-07-13,2025-07-15,2025-07-18,2025-07-15 06:00:00,2025-07-22 12:00:00,4.5,1,7146.41,4341.49,696.89,GATI Logistics,No,Returned
SHP0452,Inbound,Gujarat,Surat,Raw Yarn,9.38,2025-03-01,2025-03-03,2025-03-06,2025-03-03 07:00:00,2025-03-08 14:24:00,2.6,1,2922.63,4741.51,966.12,VRL Cargo,No,Expedited
SHP0453,Outbound,Surat,Mumbai,Finished Yarn,9.46,2025-01-05,2025-01-06,2025-01-11,2025-01-05 19:00:00,2025-01-12 07:12:00,1.3,1,4195.46,1238.35,1104.36,TCI Express,No,Damaged
SHP0454,Inbound,Gujarat,Surat,Semi-Processed Yarn,15.51,2025-06-07,2025-06-08,2025-06-11,2025-06-08 09:00:00,2025-06-12 21:36:00,1.9,1,5669.9,1571.84,1242.29,VRL Cargo,Yes,Damaged
SHP0455,Inbound,Rajasthan,Surat,Finished Yarn,5.64,2025-06-29,2025-07-01,2025-07-07,2025-07-01 09:00:00,2025-07-06 12:00:00,-0.5,0,2516.49,1284.62,1073.87,Delhivery,Yes,Held at warehouse
SHP0456,Outbound,Surat,Jaipur,Raw Yarn,11.75,2025-09-21,2025-09-24,2025-09-30,2025-09-23 23:00:00,2025-09-30 02:24:00,0.1,1,3058.92,1176.26,685.28,BlueDart,No,Normal
SHP0457,Inbound,Chennai,Surat,Semi-Processed Yarn,11.28,2025-07-13,2025-07-14,2025-07-18,2025-07-13 19:00:00,2025-07-17 00:00:00,-1.0,0,3232.03,1507.78,623.28,BlueDart,No,Damaged
SHP0458,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,10.85,2025-03-15,2025-03-17,2025-03-21,2025-03-17 00:00:00,2025-03-29 19:12:00,8.8,1,7903.4,1570.23,882.14,BlueDart,No,Normal
SHP0459,Inbound,Rajasthan,Surat,Semi-Processed Yarn,11.54,2025-01-24,2025-01-25,2025-01-27,2025-01-25 09:00:00,2025-01-28 12:00:00,1.5,1,5958.76,3318.48,522.22,GATI Logistics,No,Normal
SHP0460,Outbound,Surat,Madhya Pradesh,Raw Yarn,19.78,2025-01-13,2025-01-17,2025-01-23,2025-01-17 07:00:00,2025-01-23 16:48:00,0.7,1,4982.2,3470.12,707.78,BlueDart,Yes,Expedited
SHP0461,Outbound,Surat,Gujarat,Finished Yarn,12.17,2025-02-03,2025-02-05,2025-02-10,2025-02-05 03:00:00,2025-02-11 12:00:00,1.5,1,8062.68,2299.69,1187.3,VRL Cargo,Yes,Held at warehouse
SHP0462,Inbound,Rajasthan,Surat,Raw Yarn,19.27,2025-08-08,2025-08-10,2025-08-12,2025-08-09 21:00:00,2025-08-12 21:36:00,0.9,1,11217.19,1066.7,694.77,TCI Express,Yes,Expedited
SHP0463,Outbound,Surat,Karnataka,Semi-Processed Yarn,16.4,2025-03-23,2025-03-26,2025-03-28,2025-03-26 07:00:00,2025-03-31 07:12:00,3.3,1,7602.49,4560.55,1152.28,GATI Logistics,Yes,Damaged
SHP0464,Inbound,Rajasthan,Surat,Raw Yarn,9.73,2025-07-22,2025-07-25,2025-07-30,2025-07-25 00:00:00,2025-08-02 09:36:00,3.4,1,3876.47,4075.68,1494.08,VRL Cargo,Yes,Held at warehouse
SHP0465,Outbound,Surat,Madhya Pradesh,Finished Yarn,1.21,2025-08-08,2025-08-11,2025-08-14,2025-08-11 01:00:00,2025-08-14 07:12:00,0.3,1,1549.28,2431.24,1093.78,GATI Logistics,Yes,Held at warehouse
SHP0466,Inbound,Rajasthan,Surat,Raw Yarn,11.94,2025-02-18,2025-02-20,2025-02-24,2025-02-20 07:00:00,2025-02-23 00:00:00,-1.0,0,3556.97,4309.99,754.54,BlueDart,No,Returned
SHP0467,Outbound,Surat,West Bengal,Finished Yarn,9.99,2025-01-13,2025-01-16,2025-01-20,2025-01-16 09:00:00,2025-01-23 19:12:00,3.8,1,4155.44,1522.02,940.54,TCI Express,No,Returned
SHP0468,Inbound,Punjab,Surat,Semi-Processed Yarn,7.03,2025-10-01,2025-10-02,2025-10-07,2025-10-02 03:00:00,2025-10-14 07:12:00,7.3,1,2856.55,2662.06,1408.02,Delhivery,Yes,Held at warehouse
